username_URL,username,trail_URL,trail,date
https://www.trailforks.com/profile/54R/,54R,https://www.trailforks.com/trails/connector-167657/,Connector,"Apr 28, 2020"
https://www.trailforks.com/profile/54R/,54R,https://www.trailforks.com/trails/s15s17/,S15-S17,"Apr 28, 2020"
https://www.trailforks.com/profile/Debbiechen/,Debbiechen,https://www.trailforks.com/trails/noanet-descent/,Noanet Descent,"Apr 28, 2020"
https://www.trailforks.com/profile/Mileblan35/,Mileblan35,https://www.trailforks.com/trails/c7n33/,C7-N33,"Apr 28, 2020"
https://www.trailforks.com/profile/Mileblan35/,Mileblan35,https://www.trailforks.com/trails/c16/,C16,"Apr 28, 2020"
https://www.trailforks.com/profile/Mileblan35/,Mileblan35,https://www.trailforks.com/trails/lakefront-167327/,Lakefront,"Apr 28, 2020"
https://www.trailforks.com/profile/Mileblan35/,Mileblan35,https://www.trailforks.com/trails/e9-connector/,E9 Connector,"Apr 28, 2020"
https://www.trailforks.com/profile/Mileblan35/,Mileblan35,https://www.trailforks.com/trails/parking-access-167631/,Parking Access,"Apr 28, 2020"
https://www.trailforks.com/profile/Mileblan35/,Mileblan35,https://www.trailforks.com/trails/ns2/,NS2,"Apr 28, 2020"
https://www.trailforks.com/profile/Mileblan35/,Mileblan35,https://www.trailforks.com/trails/pe1-69816/,PE1,"Apr 28, 2020"
