created,username_URL,username,username2,State,city,trails,trails_URL,trails_URL3,trails4,trails_URL5,trails6,dist
Mar 1,https://www.trailforks.com/profile/Rjromero01/,Rjromero01,Rjromero01,AZ,Phoenix,"  Pima Canyon Dirt Road,
Mormon (Mormon Loop to National),
Mormon (Mormon Loop to National),
Mormon Loop,
Pima Wash Connect,
Pima Canyon Dirt Road",https://www.trailforks.com/ridelog/view/22403246/achievements/,https://www.trailforks.com/trails/pima-canyon-dirt-road/,Pima Canyon Dirt Road,https://www.trailforks.com/trails/mormon-mormon-loop-to-national/,Mormon (Mormon Loop to National),10 miles
Mar 1,https://www.trailforks.com/profile/Scrambled-legs/,Scrambled-legs,Scrambled-legs,AB,Canmore,"Highline - East Connector, Highline - West Connector",https://www.trailforks.com/trails/highline-east-connector/,https://www.trailforks.com/trails/highline-west-connector/,Highline - West Connector,,,12 miles
Mar 1,https://www.trailforks.com/profile/pmavridis1/,pmavridis1,pmavridis1,CA,Pleasanton,,,,,,,21 miles
Mar 1,https://www.trailforks.com/profile/ssvillain/,ssvillain,ssvillain,MA,North Attleboro,,,,,,,5 miles
Mar 1,https://www.trailforks.com/profile/Huron/,Huron,Huron,BC,Fernie,"  Montane Green II,
Broken Derailleur,
Upper What's Up Doc,
What's Up Doc,
Cemetery By-Pass,
Double Bypass",https://www.trailforks.com/ridelog/view/22402306/achievements/,https://www.trailforks.com/trails/montane-green-ii/,Montane Green II,https://www.trailforks.com/trails/broken-derailleur/,Broken Derailleur,11 miles
Mar 1,https://www.trailforks.com/profile/Jeep4mike/,Jeep4mike,Jeep4mike,CA,Folsom,"Center Trail, New Bench Climb, Center Trail (New), Dotons Point, Bob's Cut, Center Trail, Bob's Cut, New Bench Climb, Bob's Cut",https://www.trailforks.com/trails/center-trail-106554/,https://www.trailforks.com/trails/new-bench-climb/,New Bench Climb,https://www.trailforks.com/trails/center-trail-new/,Center Trail (New),11 miles
Mar 1,https://www.trailforks.com/profile/backtosage/,backtosage,backtosage,BC,Blue River,,,,,,,1 mile
Mar 1,https://www.trailforks.com/profile/hannahlooty/,hannahlooty,hannahlooty,AZ,Cave Creek,Flume,https://www.trailforks.com/trails/flume-14693/,,,,,28 miles
Mar 1,https://www.trailforks.com/profile/Kmheath1971/,Kmheath1971,Kmheath1971,AZ,Phoenix,"  Mormon,
Mormon (Mormon Loop to National),
Hidden Valley Trail,
Mormon (Mormon Loop to National),
Mormon",https://www.trailforks.com/ridelog/view/22402309/achievements/,https://www.trailforks.com/trails/mormon/,Mormon,https://www.trailforks.com/trails/mormon-mormon-loop-to-national/,Mormon (Mormon Loop to National),6 miles
Mar 1,https://www.trailforks.com/profile/seahorsewh/,seahorsewh,seahorsewh,BC,Whistler,,,,,,,4 miles
Mar 1,https://www.trailforks.com/profile/Dumasjc/,Dumasjc,Dumasjc,AZ,Queen Creek,,,,,,,23 miles
Mar 1,https://www.trailforks.com/profile/Djdobak88/,Djdobak88,Djdobak88,CA,Aliso Viejo,"Mathis Canyon Trail, Meadows Trail, Meadows Trail",https://www.trailforks.com/trails/mathis-canyon-trail/,https://www.trailforks.com/trails/meadows-trail/,Meadows Trail,https://www.trailforks.com/trails/meadows-trail-23635/,Meadows Trail,14 miles
Mar 1,https://www.trailforks.com/profile/rockinrod42/,rockinrod42,rockinrod42,WA,Seattle,,,,,,,6 miles
Mar 1,https://www.trailforks.com/profile/price24/,price24,price24,UT,Hurricane,"  South Rim,
Gooseberry Point,
Gooseberry Point,
Hidden Canyon",https://www.trailforks.com/ridelog/view/22404582/achievements/,https://www.trailforks.com/trails/south-rim/,South Rim,https://www.trailforks.com/trails/gooseberry-point/,Gooseberry Point,13 miles
Mar 1,https://www.trailforks.com/profile/Jencunningham/,Jencunningham,Jencunningham,AZ,Mesa,"  Scorpion,
Scorpion Alley,
Stinger Loop West,
Twisted Sister,
Twisted Sister,
The Cut,
Magic Mountain,
Cactus Garden,
Old Goat,
Goat,
 ... ",https://www.trailforks.com/ridelog/view/22403752/achievements/,https://www.trailforks.com/trails/scorpion-158778/,Scorpion,https://www.trailforks.com/trails/scorpion-alley/,Scorpion Alley,16 miles
Mar 1,https://www.trailforks.com/profile/TCbHxO/,TCbHxO,TCbHxO,NV,Las Vegas,"  Blazing Saddles,
Bandana Connector,
Toque (Technical),
Gilmore Cliff Alt",https://www.trailforks.com/ridelog/view/22403966/achievements/,https://www.trailforks.com/trails/blazing-saddles-260999/,Blazing Saddles,https://www.trailforks.com/trails/bandana-connector/,Bandana Connector,12 miles
Mar 1,https://www.trailforks.com/profile/joelgruenberg8/,joelgruenberg8,joelgruenberg8,CA,Rancho Cucamonga,,,,,,,7 miles
Mar 1,https://www.trailforks.com/profile/multimoto/,multimoto,multimoto,CA,morro bay,"  Live Oak Trail,
Portola Trail,
Portola Trail,
Portola Trail,
Canet Trail,
South Bay Trail,
South Bay Trail,
Grove Trail",https://www.trailforks.com/ridelog/view/22402749/achievements/,https://www.trailforks.com/trails/live-oak-trail-31044/,Live Oak Trail,https://www.trailforks.com/trails/portola-trail/,Portola Trail,9 miles
Mar 1,https://www.trailforks.com/profile/Martinrj26/,Martinrj26,Martinrj26,FL,Tallahassee,"  Redbug,
Silk,
Cambodia,
Karst,
Karst Conn",https://www.trailforks.com/ridelog/view/22398142/achievements/,https://www.trailforks.com/trails/redbug/,Redbug,https://www.trailforks.com/trails/silk/,Silk,12 miles
Mar 1,https://www.trailforks.com/profile/1shot/,1shot,1shot,CA,Santa Clarita,,,,,,,9 miles
Mar 1,https://www.trailforks.com/profile/kachorides/,kachorides,kachorides,CA,Berkeley,"  Alexander Zuckermann Memorial Trail,
Golden Gate Bridge (West),
Battery East Road,
Bay Trail Connecter,
Golden Gate Promenade",https://www.trailforks.com/ridelog/view/22412733/achievements/,https://www.trailforks.com/trails/alexander-zuckermann-memorial-trail/,Alexander Zuckermann Memorial Trail,https://www.trailforks.com/trails/golden-gate-bridge-west/,Golden Gate Bridge (West),64 miles
Mar 1,https://www.trailforks.com/profile/valleyimagewerx/,valleyimagewerx,valleyimagewerx,BC,Chilliwack,"  Vedder Middle School,
Vedder Rotary Trail South,
Legacy Trail,
Legacy Trail,
Vedder Middle School",https://www.trailforks.com/ridelog/view/22403260/achievements/,https://www.trailforks.com/trails/vedder-middle-school/,Vedder Middle School,https://www.trailforks.com/trails/vedder-rotary-trail-south/,Vedder Rotary Trail South,17 miles
Mar 1,https://www.trailforks.com/profile/TheTipper/,TheTipper,TheTipper,TX,Dripping Springs,  Cardosa's Climb,https://www.trailforks.com/ridelog/view/22406625/achievements/,https://www.trailforks.com/trails/cardosa-s-climb-80863/,Cardosa's Climb,,,4 miles
Mar 1,https://www.trailforks.com/profile/Vmikee/,Vmikee,Vmikee,AZ,Show Low,"  Fernau's Fantasy,
Ron's,
Grindstone,
Trail Fairies,
Uncle Tom's,
Petrified,
Project X,
Sierra Game Trail,
Sierra Game Trail,
Show Low Creek,
 ... ",https://www.trailforks.com/ridelog/view/22401886/achievements/,https://www.trailforks.com/trails/fernau-s-fantasy/,Fernau's Fantasy,https://www.trailforks.com/trails/ron-s/,Ron's,9 miles
Mar 1,https://www.trailforks.com/profile/Synstanton/,Synstanton,Synstanton,CO,Broomfield,,,,,,,4 miles
Mar 1,https://www.trailforks.com/profile/Goody87123/,Goody87123,Goody87123,NM,Placitas,"Cs23, Es07, High Voltage #59 (South), High Voltage #59, Sidetrack, Bobsled #52, Bobsled Spur #53",https://www.trailforks.com/trails/cs23/,https://www.trailforks.com/trails/es07/,Es07,https://www.trailforks.com/trails/high-voltage-59-south/,High Voltage #59 (South),15 miles
Mar 1,https://www.trailforks.com/profile/ShinsOfSteel/,ShinsOfSteel,ShinsOfSteel,WA,Coupeville,"  Kettles - Access,
Grancy's Run,
Cedar Hollow",https://www.trailforks.com/ridelog/view/22405261/achievements/,https://www.trailforks.com/trails/kettles-access/,Kettles - Access,https://www.trailforks.com/trails/grancy-s-run-99162/,Grancy's Run,35 miles
Mar 1,https://www.trailforks.com/profile/HarleyHegnauer/,HarleyHegnauer,HarleyHegnauer,AB,Canmore,"  Cougar Creek East,
Tibia,
Horseshoe Upper,
Tibia,
Lebensrun",https://www.trailforks.com/ridelog/view/22401745/achievements/,https://www.trailforks.com/trails/cougar-creek-east/,Cougar Creek East,https://www.trailforks.com/trails/tibia/,Tibia,8 miles
Mar 1,https://www.trailforks.com/profile/akvideoguide/,akvideoguide,akvideoguide,CA,Rocklin,,,,,,,6 miles
Mar 1,https://www.trailforks.com/profile/Kona-Zach/,Kona-Zach,Kona-Zach,ON,Dundas,Spencer Creek Trail - Cootes Drive,https://www.trailforks.com/trails/spencer-creek-trail-cootes-drive/,,,,,6 miles
Mar 1,https://www.trailforks.com/profile/Hendocino/,Hendocino,Hendocino,CA,Santa Cruz,"  Rincon Connector Trail,
U-Con Trail,
U-Con Trail,
U-Con Trail,
Rincon Connector Trail,
U-Con Trail,
U-Con Trail,
U-Con Trail,
 ... ",https://www.trailforks.com/ridelog/view/22407027/achievements/,https://www.trailforks.com/trails/rincon-connector-trail/,Rincon Connector Trail,https://www.trailforks.com/trails/ucon-trail-29395/,U-Con Trail,28 miles
Mar 1,https://www.trailforks.com/profile/KG744/,KG744,KG744,CA,Bass Lake,"  007 (Third),
007 (Second),
007 (First)",https://www.trailforks.com/ridelog/view/22405439/achievements/,https://www.trailforks.com/trails/007-third/,007 (Third),https://www.trailforks.com/trails/007-second/,007 (Second),14 miles
Mar 1,https://www.trailforks.com/profile/taylor-h/,taylor-h,taylor-h,CA,Aliso Viejo,"  Lynx,
Cholla,
Rock-It,
Mathis Canyon Trail,
Car Wreck,
Oak Grove",https://www.trailforks.com/ridelog/view/22405184/achievements/,https://www.trailforks.com/trails/lynx/,Lynx,https://www.trailforks.com/trails/cholla/,Cholla,10 miles
Mar 1,https://www.trailforks.com/profile/kickyomug/,kickyomug,kickyomug,CA,La Verne,"  Barrett Stoddard,
Mt Baldy Rd to Potato Saddle",https://www.trailforks.com/ridelog/view/22408904/achievements/,https://www.trailforks.com/trails/barrett-stoddard/,Barrett Stoddard,https://www.trailforks.com/trails/mt-baldy-rd-to-potato-saddle/,Mt Baldy Rd to Potato Saddle,39 miles
Mar 1,https://www.trailforks.com/profile/rickypim/,rickypim,rickypim,NC,Chapel Hill,,,,,,,5 miles
Mar 1,https://www.trailforks.com/profile/doachs/,doachs,doachs,MN,Saint Peter,"  Trail D / E Bridge Connector,
Trail B,
Trail A,
Trail B,
Trail D,
Trail D / E Bridge Connector,
Trail D / E Bridge Connector,
Trail E Ext,
Trail E Ext,
Trail F,
 ... ",https://www.trailforks.com/ridelog/view/22401183/achievements/,https://www.trailforks.com/trails/trail-d--e-bridge-connector/,Trail D / E Bridge Connector,https://www.trailforks.com/trails/trail-b/,Trail B,17 miles
Mar 1,https://www.trailforks.com/profile/Brendarn80/,Brendarn80,Brendarn80,NV,Las Vegas,"  Rusty Bucket,
The Stash",https://www.trailforks.com/ridelog/view/22401946/achievements/,https://www.trailforks.com/trails/rusty-bucket-47014/,Rusty Bucket,https://www.trailforks.com/trails/the-stash/,The Stash,7 miles
Mar 1,https://www.trailforks.com/profile/zakinho/,zakinho,zakinho,WA,Ellensburg,,,,,,,14 miles
Mar 1,https://www.trailforks.com/profile/robertellisart/,robertellisart,robertellisart,NV,Henderson,"  ZYMA,
Pandemic,
Rock Drop Lollipop,
701 Loop,
701 Loop,
701 Connector,
Nitro Backside,
Campsite,
Connector",https://www.trailforks.com/ridelog/view/22407054/achievements/,https://www.trailforks.com/trails/zyma/,ZYMA,https://www.trailforks.com/trails/pandemic-304083/,Pandemic,23 miles
Mar 1,https://www.trailforks.com/profile/dolausen/,dolausen,dolausen,WA,Anacortes,,,,,,,46 miles
Mar 1,https://www.trailforks.com/profile/briscoes39/,briscoes39,briscoes39,CA,Seaside,,,,,,,3 miles
Mar 1,https://www.trailforks.com/profile/RobertiwdF4q/,RobertiwdF4q,RobertiwdF4q,BC,Kamloops,"  Bighorn,
Kow A Been Here",https://www.trailforks.com/ridelog/view/22900429/achievements/,https://www.trailforks.com/trails/bighorn/,Bighorn,https://www.trailforks.com/trails/kow-a-been-here/,Kow A Been Here,4 miles
Mar 1,https://www.trailforks.com/profile/surfandturf83/,surfandturf83,surfandturf83,CA,Santa Cruz,"  Sulphur Spring Road,
Flow Trail 1,
Flow Trail 2,
Flow Trail 3,
Flow Trail 4,
Flow Trail 5,
Flow Trail 6",https://www.trailforks.com/ridelog/view/22404395/achievements/,https://www.trailforks.com/trails/sulphur-spring-road/,Sulphur Spring Road,https://www.trailforks.com/trails/flow-trail-1/,Flow Trail 1,10 miles
Mar 1,https://www.trailforks.com/profile/MHeys/,MHeys,MHeys,BC,Parksville,"  Burnt Ridge,
Coquihalla,
Coquihalla (Jughead Alt Entrance),
Con1,
Jughead,
Scooby-Doo,
Lower Scooby-Doo,
Lower Scooby-Doo,
The Link",https://www.trailforks.com/ridelog/view/22414969/achievements/,https://www.trailforks.com/trails/burnt-ridge-288218/,Burnt Ridge,https://www.trailforks.com/trails/coquihalla/,Coquihalla,5 miles
Mar 1,https://www.trailforks.com/profile/Bootboiler/,Bootboiler,Bootboiler,CA,Santa Cruz,"La Corona Trail, De Laveaga Loop Trail, Connector 1, Connector 1, Lower Redwood Trail",https://www.trailforks.com/trails/la-corona-trail/,https://www.trailforks.com/trails/de-laveaga-loop-trail/,De Laveaga Loop Trail,https://www.trailforks.com/trails/connector-1-121777/,Connector 1,11 miles
Mar 1,https://www.trailforks.com/profile/Scruffdogg/,Scruffdogg,Scruffdogg,AL,Dothan,"  Zion Cemetery Ridge - West,
Zion Cemetery Ridge - East,
Zion Cemetery Ridge - West,
S.A.M.'s Creekside Trail,
Big Levee - East,
Big Levee Advanced Trail,
Zion Cemetery Ridge - East,
Big Levee - West,
Zion Cemetery Ridge - South,
Zion Cemetery Ridge - West,
 ... ",https://www.trailforks.com/ridelog/view/22400774/achievements/,https://www.trailforks.com/trails/zion-cemetery-ridge-west/,Zion Cemetery Ridge - West,https://www.trailforks.com/trails/zion-cemetery-ridge-east/,Zion Cemetery Ridge - East,17 miles
Mar 1,https://www.trailforks.com/profile/Kylielafond/,Kylielafond,Kylielafond,BC,Malakwa,,,,,,,69 miles
Mar 1,https://www.trailforks.com/profile/VASalsaRider/,VASalsaRider,VASalsaRider,AZ,Sedona,"  Broken Arrow,
Little Horse,
Mystic (South),
Mystic,
Peccary,
Hogwash",https://www.trailforks.com/ridelog/view/22401933/achievements/,https://www.trailforks.com/trails/broken-arrow/,Broken Arrow,https://www.trailforks.com/trails/little-horse/,Little Horse,8 miles
Mar 1,https://www.trailforks.com/profile/Dcooley95661/,Dcooley95661,Dcooley95661,CA,Anaheim,,,,,,,25 miles
Mar 1,https://www.trailforks.com/profile/addisonkits/,addisonkits,addisonkits,BC,Duncan,"  Squirrel Trail,
Frog Trail,
Snake Trail",https://www.trailforks.com/ridelog/view/22404996/achievements/,https://www.trailforks.com/trails/squirrel-trail/,Squirrel Trail,https://www.trailforks.com/trails/frog-trail/,Frog Trail,16 miles
Mar 1,https://www.trailforks.com/profile/cpetrocelli/,cpetrocelli,cpetrocelli,AZ,Mesa,"  Cactus Garden,
Goat,
High Ridge,
Pass Mtn. Access,
Lost Sheep Trail,
Moon Rock Acc.,
Explorer Entry",https://www.trailforks.com/ridelog/view/22401393/achievements/,https://www.trailforks.com/trails/cactus-garden/,Cactus Garden,https://www.trailforks.com/trails/goat-387273/,Goat,14 miles
Mar 1,https://www.trailforks.com/profile/auntit621/,auntit621,auntit621,CA,El Dorado Hills,  Turtle Cove,https://www.trailforks.com/ridelog/view/22409294/achievements/,https://www.trailforks.com/trails/turtle-cove/,Turtle Cove,,,12 miles
Mar 1,https://www.trailforks.com/profile/Johnbr24/,Johnbr24,Johnbr24,WA,Sammamish,,,,,,,6 miles
Mar 1,https://www.trailforks.com/profile/mattmuegge/,mattmuegge,mattmuegge,CA,Antioch,,,,,,,39 miles
Mar 1,https://www.trailforks.com/profile/DominicfD3ysi/,DominicfD3ysi,DominicfD3ysi,BC,Saanich,,,,,,,3 miles
Mar 1,https://www.trailforks.com/profile/Unvenal/,Unvenal,Unvenal,CT,Orange,,,,,,,2 miles
Mar 1,https://www.trailforks.com/profile/awskitc/,awskitc,awskitc,WA,Spokane,"  Airport Escalator,
Deep Thought,
Airport Escalator,
20ft Cheerleader",https://www.trailforks.com/ridelog/view/22429107/achievements/,https://www.trailforks.com/trails/airport-escalator-64420/,Airport Escalator,https://www.trailforks.com/trails/deep-thought/,Deep Thought,3 miles
Mar 1,https://www.trailforks.com/profile/Ralphy02/,Ralphy02,Ralphy02,AB,Calgary,Glenmore Pathway (Glenmore Landing to Rockyview),https://www.trailforks.com/trails/glenmore-pathway-glenmore-landing-to-rockyview/,,,,,9 miles
Mar 1,https://www.trailforks.com/profile/Baxterbaby/,Baxterbaby,Baxterbaby,BC,Duncan,"  Bumble Bee (Muni) Trail,
Branch E-5,
Branch E-5,
Double D",https://www.trailforks.com/ridelog/view/22402369/achievements/,https://www.trailforks.com/trails/bumble-bee-muni-trail/,Bumble Bee (Muni) Trail,https://www.trailforks.com/trails/branch-e5/,Branch E-5,7 miles
Mar 1,https://www.trailforks.com/profile/sgtmorris/,sgtmorris,sgtmorris,CT,Nepaug,,,,,,,13 miles
Mar 1,https://www.trailforks.com/profile/epirhetorik/,epirhetorik,epirhetorik,BC,Burnaby,"  Naheeno/Upper Mel's,
Mel's Trail,
Dead Moped Trail,
North Road Upper Access Trail,
North Road Trail,
North Road,
Lower Sidewinder,
Sidewinder,
Upper Lower Gearjammer,
Uppercut,
 ... ",https://www.trailforks.com/ridelog/view/22403829/achievements/,https://www.trailforks.com/trails/naheeno-upper-mel-s/,Naheeno/Upper Mel's,https://www.trailforks.com/trails/mel-s-trail-3172/,Mel's Trail,16 miles
Mar 1,https://www.trailforks.com/profile/BikeDre/,BikeDre,BikeDre,BC,North Vancouver,"  Rapid Transit,
Adonis Buster,
Adonis Buster,
Upper Severed,
C-Buster,
Asian Adonis,
Penny Lane,
Cardiac Bypass,
High School League",https://www.trailforks.com/ridelog/view/22402333/achievements/,https://www.trailforks.com/trails/rapid-transit/,Rapid Transit,https://www.trailforks.com/trails/adonis-buster/,Adonis Buster,5 miles
Mar 1,https://www.trailforks.com/profile/Quiltsprite/,Quiltsprite,Quiltsprite,AZ,Scottsdale,"  Upper Ranch Trail,
Upper Ranch Trail,
Cloudburst Trail,
Buckshot,
High Desert Trail,
High Desert Trail,
Desperado,
Granite Mtn. Loop,
Chuckwagon",https://www.trailforks.com/ridelog/view/22402611/achievements/,https://www.trailforks.com/trails/upper-ranch-trail-17870/,Upper Ranch Trail,https://www.trailforks.com/trails/upper-ranch-trail-18051/,Upper Ranch Trail,16 miles
Mar 1,https://www.trailforks.com/profile/GeoAV8r/,GeoAV8r,GeoAV8r,AZ,Scottsdale,"  Upper Ranch Trail,
Upper Ranch Trail,
Cloudburst Trail,
Buckshot,
High Desert Trail,
Desperado,
Granite Mtn. Loop,
Chuckwagon",https://www.trailforks.com/ridelog/view/22403773/achievements/,https://www.trailforks.com/trails/upper-ranch-trail-17870/,Upper Ranch Trail,https://www.trailforks.com/trails/upper-ranch-trail-18051/,Upper Ranch Trail,16 miles
Mar 1,https://www.trailforks.com/profile/JackONeal/,JackONeal,JackONeal,CA,Richmond,  Chute 420,https://www.trailforks.com/ridelog/view/22400922/achievements/,https://www.trailforks.com/trails/chute-420/,Chute 420,,,5 miles
Mar 1,https://www.trailforks.com/profile/Dimmer3/,Dimmer3,Dimmer3,BC,Duncan,"  Puttin' on the Ritz,
Ritz Alternate Ending",https://www.trailforks.com/ridelog/view/22404201/achievements/,https://www.trailforks.com/trails/puttin--on-the-ritz-7161/,Puttin' on the Ritz,https://www.trailforks.com/trails/ritz-alternate-ending/,Ritz Alternate Ending,5 miles
Mar 1,https://www.trailforks.com/profile/Mattl33/,Mattl33,Mattl33,WA,Seattle,,,,,,,13 miles
Mar 1,https://www.trailforks.com/profile/VDunn/,VDunn,VDunn,BC,Maple Ridge,"Bear Ridge,
Heads Up,
Access,
Access,
Thornstar,
Access,
Sessions,
Access,
Rip n' Dip,
 ... ",https://www.trailforks.com/trails/bear-ridge-31224/,https://www.trailforks.com/trails/heads-up/,Heads Up,https://www.trailforks.com/trails/access-27608/,Access,7 miles
Mar 1,https://www.trailforks.com/profile/johnmc22/,johnmc22,johnmc22,AZ,Tempe,,,,,,,7 miles
