created,username_URL,username,username2,State,city,trails,trails_URL,trails_URL3,trails4,trails_URL5,trails6,dist
Feb 28,https://www.trailforks.com/profile/Spartacus087/,Spartacus087,Spartacus087,CA,Saint Helena,"  Chiles Creek Trail,
Catacula,
Sam The Eagle,
Conn Peak Trail,
Whiskey Ridge",https://www.trailforks.com/ridelog/view/22387764/achievements/,https://www.trailforks.com/trails/chiles-creek-trail/,Chiles Creek Trail,https://www.trailforks.com/trails/catacula/,Catacula,9 miles
Feb 28,https://www.trailforks.com/profile/Mikeyboy811/,Mikeyboy811,Mikeyboy811,AZ,Scottsdale,"  Brown's Ranch Rd.,
Buckshot,
Hawknest Trail (North),
Hawknest Trail,
136th Street Express,
Turpentine Trail,
Latigo Trail",https://www.trailforks.com/ridelog/view/22378998/achievements/,https://www.trailforks.com/trails/brown-s-ranch-rd-14804/,Brown's Ranch Rd.,https://www.trailforks.com/trails/buckshot-31228/,Buckshot,18 miles
Feb 28,https://www.trailforks.com/profile/nrushin/,nrushin,nrushin,GA,Winder,"  Outer Loop - Section 1,
Three Step Hill,
Outer Loop - Section 2,
Monster Mile,
Deadwood Hill,
Outer Loop - Section 3,
Root Garden,
MTB - Rec Overlap,
Birdberry Park",https://www.trailforks.com/ridelog/view/22372835/achievements/,https://www.trailforks.com/trails/outer-loop-section-1/,Outer Loop - Section 1,https://www.trailforks.com/trails/three-step-hill/,Three Step Hill,12 miles
Feb 28,https://www.trailforks.com/profile/DavidetdWxL/,DavidetdWxL,DavidetdWxL,MN,Minnetonka,"  Lone Lake Long Loop,
Lone Lake Long Loop",https://www.trailforks.com/ridelog/view/22890008/achievements/,https://www.trailforks.com/trails/lone-lake-long-loop/,Lone Lake Long Loop,https://www.trailforks.com/trails/lone-lake-long-loop/,Lone Lake Long Loop,8 miles
Feb 28,https://www.trailforks.com/profile/Denist/,Denist,Denist,AB,Calgary,"  Double Down,
Evergreen Traverse,
Washout,
Eroder,
Cabin Trail,
Exit Strategy,
PK Bluffinstuf,
Poplar Groove,
Dirty Dancing,
In the Pines,
 ... ",https://www.trailforks.com/ridelog/view/22380682/achievements/,https://www.trailforks.com/trails/double-down-27875/,Double Down,https://www.trailforks.com/trails/evergreen-traverse/,Evergreen Traverse,12 miles
Feb 28,https://www.trailforks.com/profile/Ktmyers82/,Ktmyers82,Ktmyers82,AZ,Fountain Hills,"Pemberton (E), Pemberton (SW), Pemberton ST, Pemberton (NE)",https://www.trailforks.com/trails/pemberton-e/,https://www.trailforks.com/trails/pemberton-sw/,Pemberton (SW),https://www.trailforks.com/trails/pemberton-st/,Pemberton ST,15 miles
Feb 28,https://www.trailforks.com/profile/impossiblivion/,impossiblivion,impossiblivion,CA,Newark,Apay Way,https://www.trailforks.com/trails/apay-way/,,,,,9 miles
Feb 28,https://www.trailforks.com/profile/Oc710/,Oc710,Oc710,CA,Irvine,"  Hick's Canyon Trail,
Peter's Canyon (Portola to Creek)",https://www.trailforks.com/ridelog/view/22379479/achievements/,https://www.trailforks.com/trails/hick-s-canyon-trail/,Hick's Canyon Trail,https://www.trailforks.com/trails/peter-s-canyon-portola-to-creek/,Peter's Canyon (Portola to Creek),15 miles
Feb 28,https://www.trailforks.com/profile/tberger/,tberger,tberger,OR,Madras,"  Wide Open,
Bridge to Nowhere,
Bridge to Nowhere,
Return the Whiskey,
Strong Whiskey,
Return the Whiskey,
Return the Whiskey,
Strong Whiskey,
Coyote Run,
White Buffalo A,
 ... ",https://www.trailforks.com/ridelog/view/22387771/achievements/,https://www.trailforks.com/trails/wide-open-176290/,Wide Open,https://www.trailforks.com/trails/bridge-to-nowhere-174103/,Bridge to Nowhere,5 miles
Feb 28,https://www.trailforks.com/profile/SMCollins/,SMCollins,SMCollins,VA,Bedford,"Lower Deer, Ridge Loop",https://www.trailforks.com/trails/lower-deer/,https://www.trailforks.com/trails/ridge-loop-100307/,Ridge Loop,,,2 miles
Feb 28,https://www.trailforks.com/profile/Kennfu15/,Kennfu15,Kennfu15,MA,Marshfield,"  The Force,
Furiously Fast,
Water Tower,
Quick climb,
Stream Crossing,
Shortcut,
The Force",https://www.trailforks.com/ridelog/view/22377862/achievements/,https://www.trailforks.com/trails/the-force/,The Force,https://www.trailforks.com/trails/furiously-fast/,Furiously Fast,7 miles
Feb 28,https://www.trailforks.com/profile/ARMONFIRE/,ARMONFIRE,ARMONFIRE,NH,Exeter,,,,,,,17 miles
Feb 28,https://www.trailforks.com/profile/Trader350/,Trader350,Trader350,AZ,Lake Havasu City,"Sonny's Downhill, Send it!",https://www.trailforks.com/trails/sonny-s-downhill-73519/,https://www.trailforks.com/trails/send-it-196918/,Send it!,,,6 miles
Feb 28,https://www.trailforks.com/profile/dooknookem/,dooknookem,dooknookem,AZ,Sedona,"  Kaibab,
Hiline,
Hermit",https://www.trailforks.com/ridelog/view/22378046/achievements/,https://www.trailforks.com/trails/kaibab/,Kaibab,https://www.trailforks.com/trails/hiline/,Hiline,9 miles
Feb 28,https://www.trailforks.com/profile/bjones1974/,bjones1974,bjones1974,TX,San Antonio,"Lady Bird Connector, SC24",https://www.trailforks.com/trails/lady-bird-connector/,https://www.trailforks.com/trails/sc24/,SC24,,,7 miles
Feb 28,https://www.trailforks.com/profile/Papers808/,Papers808,Papers808,CO,Broomfield,,,,,,,
Feb 28,https://www.trailforks.com/profile/Gibster100/,Gibster100,Gibster100,AL,Helena,"  Rust Bucket,
Wild Turkey,
Flying Squirrel",https://www.trailforks.com/ridelog/view/22387972/achievements/,https://www.trailforks.com/trails/rust-bucket-181712/,Rust Bucket,https://www.trailforks.com/trails/wild-turkey-181713/,Wild Turkey,8 miles
Feb 28,https://www.trailforks.com/profile/twoam/,twoam,twoam,CA,Crockett,"  Soaring Eagle Trail,
Edwards Loop Trail",https://www.trailforks.com/ridelog/view/22378003/achievements/,https://www.trailforks.com/trails/soaring-eagle-trail/,Soaring Eagle Trail,https://www.trailforks.com/trails/edwards-loop-trail/,Edwards Loop Trail,6 miles
Feb 28,https://www.trailforks.com/profile/moniquet/,moniquet,moniquet,TX,San Marcos,"Virgil's Trail, Sinon Trail, Ripheus /Dante Connector, West Ovid, Ovid East, Virgil's Trail, Limbo Access",https://www.trailforks.com/trails/virgil-s-trail/,https://www.trailforks.com/trails/sinon-trail/,Sinon Trail,https://www.trailforks.com/trails/ripheus-dante-connector/,Ripheus /Dante Connector,5 miles
Feb 28,https://www.trailforks.com/profile/andrewmeehan/,andrewmeehan,andrewmeehan,UT,Salt Lake City,,,,,,,5 miles
Feb 28,https://www.trailforks.com/profile/strain/,strain,strain,BC,North Vancouver,"  For The Kids,
Dempsey Ascent,
Skid Rd Connector,
Skid Road Ascent,
Boundary,
For The Kids,
Lower Digger,
lower digger roll bypass,
Powerline Trail,
Princess Park Upper Path,
 ... ",https://www.trailforks.com/ridelog/view/22377794/achievements/,https://www.trailforks.com/trails/for-the-kids/,For The Kids,https://www.trailforks.com/trails/dempsey-ascent/,Dempsey Ascent,5 miles
Feb 28,https://www.trailforks.com/profile/jonmango42/,jonmango42,jonmango42,GA,Woodstock,"  South Loop,
South loop access,
Poop Chute,
Rock 'N Roll,
Rhythm 'N Blues,
Dwelling Alt Line,
Highway to Hell,
Van Michael,
Kevorkian Pass",https://www.trailforks.com/ridelog/view/22383266/achievements/,https://www.trailforks.com/trails/south-loop-15742/,South Loop,https://www.trailforks.com/trails/south-loop-access-130190/,South loop access,14 miles
Feb 28,https://www.trailforks.com/profile/Cktoone/,Cktoone,Cktoone,UT,Hurricane,"Prospector Trail (Church Rocks to Cottonwood), Church Rocks Cutoff, Church Rocks Cutoff, Prospector Trail (Church Rocks to Cottonwood)",https://www.trailforks.com/trails/prospector-trail-church-rocks-to-cottonwood/,https://www.trailforks.com/trails/church-rocks-cutoff/,Church Rocks Cutoff,https://www.trailforks.com/trails/church-rocks-cutoff/,Church Rocks Cutoff,10 miles
Feb 28,https://www.trailforks.com/profile/jdmu/,jdmu,jdmu,AB,Fort Saskatchewan,"Hidden Gold Trail - West, Little Red Weasel, Hidden Gold Trail - West",https://www.trailforks.com/trails/hidden-gold-trail-west/,https://www.trailforks.com/trails/little-red-weasel/,Little Red Weasel,https://www.trailforks.com/trails/hidden-gold-trail-west/,Hidden Gold Trail - West,7 miles
Feb 28,https://www.trailforks.com/profile/spp/,spp,spp,AL,Huntsville,"Old Bankhead Pkwy, Old Bankhead Pkwy",https://www.trailforks.com/trails/old-bankhead-pkwy/,https://www.trailforks.com/trails/old-bankhead-pkwy/,Old Bankhead Pkwy,,,24 miles
Feb 28,https://www.trailforks.com/profile/mudlovebikesbeers/,mudlovebikesbeers,mudlovebikesbeers,AB,Hinton,"  Business Time,
Beam Me Up,
Flow Master,
Beam Me Up,
Dirt Jam,
Business Time,
Sprockids Trail,
Stinger,
Stinger,
Stinger,
 ... ",https://www.trailforks.com/ridelog/view/22404028/achievements/,https://www.trailforks.com/trails/business-time/,Business Time,https://www.trailforks.com/trails/beam-me-up/,Beam Me Up,11 miles
Feb 28,https://www.trailforks.com/profile/jakepearce/,jakepearce,jakepearce,WA,Renton,"Echo Quarry, McGarvey East, McGarvey West",https://www.trailforks.com/trails/echo-quarry/,https://www.trailforks.com/trails/mcgarvey-east/,McGarvey East,https://www.trailforks.com/trails/mcgarvey-west/,McGarvey West,11 miles
Feb 28,https://www.trailforks.com/profile/anetlmo/,anetlmo,anetlmo,MN,Two Harbors,"  Access to Parking Lot,
Boxcab,
Knife River Trail,
Railroad Camp,
East Wolf Lookout,
The Spur",https://www.trailforks.com/ridelog/view/22375610/achievements/,https://www.trailforks.com/trails/access-to-parking-lot-231706/,Access to Parking Lot,https://www.trailforks.com/trails/boxcab/,Boxcab,6 miles
Feb 28,https://www.trailforks.com/profile/Alonsoafan/,Alonsoafan,Alonsoafan,CA,Montara,"  Pedro Mountain Rd (Trail),
Nick's revenge,
Nick's revenge,
Montara Mountain Access Road,
San Pedro Mountain Crest,
San Pedro Mountain Crest,
Arroyo Trail",https://www.trailforks.com/ridelog/view/22388713/achievements/,https://www.trailforks.com/trails/pedro-mountain-rd-trail/,Pedro Mountain Rd (Trail),https://www.trailforks.com/trails/nick-s-revenge-147681/,Nick's revenge,9 miles
Feb 28,https://www.trailforks.com/profile/greensopinion/,greensopinion,greensopinion,BC,Surrey,,,,,,,9 miles
Feb 28,https://www.trailforks.com/profile/82KIcQ/,82KIcQ,82KIcQ,CO,Ward,Buchanan Pass Trail,https://www.trailforks.com/trails/buchanan-pass-trail/,,,,,7 miles
Feb 28,https://www.trailforks.com/profile/Gewber49/,Gewber49,Gewber49,AL,Birmingham,McDuffie Fitness Trail,https://www.trailforks.com/trails/mcduffie-fitness-trail/,,,,,7 miles
Feb 28,https://www.trailforks.com/profile/Orangedog1/,Orangedog1,Orangedog1,CA,Ladera Ranch,"  Ladera Ridge,
Rage,
Undertaker,
Spitfire,
Sidetrack,
Escalator,
Flash Flood,
Sidetrack,
Sidetrack,
Oso Pavement,
 ... ",https://www.trailforks.com/ridelog/view/22386778/achievements/,https://www.trailforks.com/trails/ladera-ridge/,Ladera Ridge,https://www.trailforks.com/trails/rage/,Rage,8 miles
Feb 28,https://www.trailforks.com/profile/travishowerton/,travishowerton,travishowerton,OR,Grants Pass,"  Skycrest Loop Access,
Part 2A,
Upper Hogback,
Upper Hogback,
Sugar Bowl,
Bowl Trail,
Adeline Drive Access Trail,
Hamburger Bun,
Outback Loop,
Part 2A,
 ... ",https://www.trailforks.com/ridelog/view/22385307/achievements/,https://www.trailforks.com/trails/skycrest-loop-access/,Skycrest Loop Access,https://www.trailforks.com/trails/part-2a/,Part 2A,23 miles
Feb 28,https://www.trailforks.com/profile/Clewis9593/,Clewis9593,Clewis9593,MN,Champlin,"  Parking Lot to Grizz,
Woods Bonus Loop,
Woods Bonus Loop,
Int Cutoff,
Grizz to Parking Lot,
Parking Lot to Grizz,
EC Intermediate",https://www.trailforks.com/ridelog/view/22384265/achievements/,https://www.trailforks.com/trails/parking-lot-to-grizz/,Parking Lot to Grizz,https://www.trailforks.com/trails/woods-bonus-loop/,Woods Bonus Loop,10 miles
Feb 28,https://www.trailforks.com/profile/CHUNDER81/,CHUNDER81,CHUNDER81,CA,Murrieta,,,,,,,5 miles
Feb 28,https://www.trailforks.com/profile/DustOrBustMTB/,DustOrBustMTB,DustOrBustMTB,CA,San Diego,"  Monet Pass Connector,
Via Cima Bella Fire Road",https://www.trailforks.com/ridelog/view/22381405/achievements/,https://www.trailforks.com/trails/monet-pass-connector/,Monet Pass Connector,https://www.trailforks.com/trails/via-cima-bella-fire-road/,Via Cima Bella Fire Road,17 miles
Feb 28,https://www.trailforks.com/profile/lindseyhol/,lindseyhol,lindseyhol,CA,San Mateo,,,,,,,2 miles
Feb 28,https://www.trailforks.com/profile/Mgdutch/,Mgdutch,Mgdutch,WA,Spokane Valley,,,,,,,6 miles
Feb 28,https://www.trailforks.com/profile/LGAWzc/,LGAWzc,LGAWzc,AZ,Scottsdale,"  West Express DT,
Tarantula Trail,
Overlook Trail,
Overlook Trail,
Scorpion",https://www.trailforks.com/ridelog/view/22379892/achievements/,https://www.trailforks.com/trails/west-express-dt/,West Express DT,https://www.trailforks.com/trails/tarantula-trail/,Tarantula Trail,12 miles
Feb 28,https://www.trailforks.com/profile/cuttyusa66/,cuttyusa66,cuttyusa66,AZ,Tucson,"  Mountain Ave Spur,
East River Road Spur,
Mountain Ave Spur",https://www.trailforks.com/ridelog/view/22386227/achievements/,https://www.trailforks.com/trails/mountain-ave-spur/,Mountain Ave Spur,https://www.trailforks.com/trails/east-river-road-spur/,East River Road Spur,16 miles
Feb 28,https://www.trailforks.com/profile/gnarlrider/,gnarlrider,gnarlrider,CA,San Carlos,,,,,,,23 miles
Feb 28,https://www.trailforks.com/profile/cdmanners/,cdmanners,cdmanners,WA,Tacoma,"  Feedback,
Braking Bad,
Braking Bad,
Braking Bad,
RCA,
RCA,
RCA,
Light Rail,
Light Rail,
unknown,
 ... ",https://www.trailforks.com/ridelog/view/22377412/achievements/,https://www.trailforks.com/trails/feedback/,Feedback,https://www.trailforks.com/trails/braking-bad/,Braking Bad,7 miles
Feb 28,https://www.trailforks.com/profile/louevilcyclist/,louevilcyclist,louevilcyclist,AZ,Sedona,"  Scorpion,
Pyramid",https://www.trailforks.com/ridelog/view/22373673/achievements/,https://www.trailforks.com/trails/scorpion-48867/,Scorpion,https://www.trailforks.com/trails/pyramid-48866/,Pyramid,2 miles
Feb 28,https://www.trailforks.com/profile/Tghetti7/,Tghetti7,Tghetti7,CO,Louisville,,,,,,,22 miles
Feb 28,https://www.trailforks.com/profile/Vikes3205/,Vikes3205,Vikes3205,BC,Delta,"Connector, Connector, Delta South Surrey Greenway, Boundary Bay Dyke Trail, Alex Fraser Bridge - Northbound",https://www.trailforks.com/trails/connector-315650/,https://www.trailforks.com/trails/connector-315650/,Connector,https://www.trailforks.com/trails/delta-south-surrey-greenway/,Delta South Surrey Greenway,37 miles
Feb 28,https://www.trailforks.com/profile/wavanauken/,wavanauken,wavanauken,CA,Redding,"  Westside Lower DH,
Westside Trail,
Top Of The World Summit From Mary Lake,
Westside Trail Ridge,
Area 51 Option,
Bottle Cap,
Trail 58,
Trail 58 Connector,
Upper Salt Creek,
Westside Lower DH,
 ... ",https://www.trailforks.com/ridelog/view/22382635/achievements/,https://www.trailforks.com/trails/westside-lower-dh/,Westside Lower DH,https://www.trailforks.com/trails/westside-trail-390288/,Westside Trail,15 miles
Feb 28,https://www.trailforks.com/profile/Trogdor636/,Trogdor636,Trogdor636,CA,Redding,"  Westside Lower DH,
Westside Trail,
Top Of The World Summit From Mary Lake,
Westside Trail Ridge,
Area 51 Option,
Bottle Cap,
Trail 58,
Trail 58 Connector,
Upper Salt Creek,
Lower Westside,
 ... ",https://www.trailforks.com/ridelog/view/22382492/achievements/,https://www.trailforks.com/trails/westside-lower-dh/,Westside Lower DH,https://www.trailforks.com/trails/westside-trail-390288/,Westside Trail,14 miles
Feb 28,https://www.trailforks.com/profile/jbouldin95/,jbouldin95,jbouldin95,TN,Knoxville,"  Sharp Shin,
Knight Fall,
Push Line,
Lincoln,
Sharp Shin,
Push Line,
Knight Fall,
Red Bud Connector,
Dragstrip,
Dragstrip,
 ... ",https://www.trailforks.com/ridelog/view/22378378/achievements/,https://www.trailforks.com/trails/sharp-shin/,Sharp Shin,https://www.trailforks.com/trails/knight-fall/,Knight Fall,23 miles
Feb 28,https://www.trailforks.com/profile/Lhergert/,Lhergert,Lhergert,ON,Kanata,"  Beartree,
Mario's Line,
PWT (East),
PWT (West),
Outback,
Ridgetop,
IMBA,
Klondike,
Klondike",https://www.trailforks.com/ridelog/view/22371676/achievements/,https://www.trailforks.com/trails/beartree-4417/,Beartree,https://www.trailforks.com/trails/mario-s-line/,Mario's Line,8 miles
Feb 28,https://www.trailforks.com/profile/Crowleyc7/,Crowleyc7,Crowleyc7,FL,North Miami Beach,"  Wildfire,
Chicanes,
Strangler Fig,
El Diablo,
Strangler Fig,
Entrance Trail,
Half Pipe,
Volunteer Trail,
Americorps,
Cross Roads,
 ... ",https://www.trailforks.com/ridelog/view/22371127/achievements/,https://www.trailforks.com/trails/wildfire/,Wildfire,https://www.trailforks.com/trails/chicanes/,Chicanes,7 miles
Feb 28,https://www.trailforks.com/profile/StanLezon/,StanLezon,StanLezon,CT,Hebron,,,,,,,29 miles
Feb 28,https://www.trailforks.com/profile/Windonfire/,Windonfire,Windonfire,ON,Sudbury,,,,,,,1 mile
Feb 28,https://www.trailforks.com/profile/Alistayr/,Alistayr,Alistayr,AB,Bragg Creek,"  Moose Mountain Road,
This Road,
Ushoulda",https://www.trailforks.com/ridelog/view/22815975/achievements/,https://www.trailforks.com/trails/moose-mountain-road/,Moose Mountain Road,https://www.trailforks.com/trails/this-road/,This Road,17 miles
Feb 28,https://www.trailforks.com/profile/acstout/,acstout,acstout,CA,Altadena,"  Old Mt Lowe Railroad (shuttle to sadle),
Old Mt Lowe Railroad (to Sadle),
Mt Lowe Railroad (Inspiration Point)",https://www.trailforks.com/ridelog/view/22377866/achievements/,https://www.trailforks.com/trails/old-mt-lowe-railroad-shuttle-to-sadle/,Old Mt Lowe Railroad (shuttle to sadle),https://www.trailforks.com/trails/old-mt-lowe-railroad-to-sadle/,Old Mt Lowe Railroad (to Sadle),11 miles
Feb 28,https://www.trailforks.com/profile/coghogjay/,coghogjay,coghogjay,CA,San Jose,"Calero Park Trailhead, North Ridge Trail, Lisa Killough Trail, Cottle Trail, Calero Park Trailhead",https://www.trailforks.com/trails/calero-park-trailhead/,https://www.trailforks.com/trails/north-ridge-trail-129038/,North Ridge Trail,https://www.trailforks.com/trails/lisa-killough-trail/,Lisa Killough Trail,10 miles
Feb 28,https://www.trailforks.com/profile/pcemkr/,pcemkr,pcemkr,CA,San Diego,  ,https://www.trailforks.com/ridelog/view/22388635/achievements/,,,,,14 miles
Feb 28,https://www.trailforks.com/profile/yaaase/,yaaase,yaaase,UT,Salt Lake City,"  Dry Gulch Road,
Freeride to Dry Creek,
Popperton",https://www.trailforks.com/ridelog/view/22375291/achievements/,https://www.trailforks.com/trails/dry-gulch-road/,Dry Gulch Road,https://www.trailforks.com/trails/freeride-to-dry-creek/,Freeride to Dry Creek,12 miles
Feb 28,https://www.trailforks.com/profile/Treefort/,Treefort,Treefort,WA,Snohomish,"  West View Trail,
The Dawn of Spring,
Upper Springboard,
Diving Board,
Lower Springboard,
Meet Cutter,
Upper River Trail,
Pipeline Cutoff Trail,
Goldeneye,
Third Eye,
 ... ",https://www.trailforks.com/ridelog/view/22378731/achievements/,https://www.trailforks.com/trails/west-view-trail/,West View Trail,https://www.trailforks.com/trails/the-dawn-of-spring/,The Dawn of Spring,8 miles
Feb 28,https://www.trailforks.com/profile/Mckenna3373/,Mckenna3373,Mckenna3373,AZ,Mesa,"Meridian Trail, Pass Mtn to Blevins, Cholla Forest CG, Cholla Forest CG, Chainfruit Trail, Lost Sheep Trail, Meridian",https://www.trailforks.com/trails/meridian-trail/,https://www.trailforks.com/trails/pass-mtn-to-blevins/,Pass Mtn to Blevins,https://www.trailforks.com/trails/cholla-forest-cg/,Cholla Forest CG,12 miles
Feb 28,https://www.trailforks.com/profile/mbkilleen/,mbkilleen,mbkilleen,AZ,Prescott,"  372 - Twist and Shout,
Goldwater Lakes,
Banning Creek (81),
373 - Apple Blossom",https://www.trailforks.com/ridelog/view/22376620/achievements/,https://www.trailforks.com/trails/372-twist-and-shout/,372 - Twist and Shout,https://www.trailforks.com/trails/goldwater-lakes/,Goldwater Lakes,13 miles
Feb 28,https://www.trailforks.com/profile/Drilloxy/,Drilloxy,Drilloxy,ON,Thunder Bay,"  Prospector Skills Trail,
Conveyor Belt,
Crossover,
Dagobah,
BMX,
Doctor's,
The Otherside,
Grand Chasm,
Peekaboo,
Peekaboo,
 ... ",https://www.trailforks.com/ridelog/view/22384766/achievements/,https://www.trailforks.com/trails/prospector-skills-trail/,Prospector Skills Trail,https://www.trailforks.com/trails/conveyor-belt-107220/,Conveyor Belt,8 miles
Feb 28,https://www.trailforks.com/profile/MaxGalbraith18/,MaxGalbraith18,MaxGalbraith18,VA,Bedford,Paved Path,https://www.trailforks.com/trails/paved-path-100312/,,,,,2 miles
Feb 28,https://www.trailforks.com/profile/Tonydbham/,Tonydbham,Tonydbham,UT,Hurricane,"Cottonwood Canyon Trail (lower), Church Rocks Cutoff, Prospector Trail (Church Rocks to Cottonwood), Cottonwood Canyon Trail (lower)",https://www.trailforks.com/trails/cottonwood-canyon-trail-lower/,https://www.trailforks.com/trails/church-rocks-cutoff/,Church Rocks Cutoff,https://www.trailforks.com/trails/prospector-trail-church-rocks-to-cottonwood/,Prospector Trail (Church Rocks to Cottonwood),10 miles
Feb 28,https://www.trailforks.com/profile/scottg/,scottg,scottg,BC,Fernie,"Cemetery By-Pass,
Double Bypass,
Double Bypass,
Lower Kiddy Up,
Upper Kiddy Up,
Queen V,
Eco-Terrorist,
Branch A Road,
Deadfall,
Deadfall,
 ... ",https://www.trailforks.com/trails/cemetery-bypass/,https://www.trailforks.com/trails/double-bypass-93697/,Double Bypass,https://www.trailforks.com/trails/double-bypass-93697/,Double Bypass,10 miles
Feb 28,https://www.trailforks.com/profile/Jorylevitt/,Jorylevitt,Jorylevitt,BC,Whistler,,,,,,,4 miles
Feb 28,https://www.trailforks.com/profile/ScottRider100/,ScottRider100,ScottRider100,FL,Jacksonville,,,,,,,3 miles
Feb 28,https://www.trailforks.com/profile/calebwoiwod/,calebwoiwod,calebwoiwod,BC,Victoria,"  Easy Rider,
Skull,
Inventive,
Crazy Horse,
Switchback,
Old Payoff Connector,
Snakes and Ladders,
Rock Bottom,
Skull,
Easy Rider,
 ... ",https://www.trailforks.com/ridelog/view/22376542/achievements/,https://www.trailforks.com/trails/easy-rider-54579/,Easy Rider,https://www.trailforks.com/trails/skull/,Skull,3 miles
Feb 28,https://www.trailforks.com/profile/currancrawford/,currancrawford,currancrawford,BC,Saanich,View Royal Park Trail,https://www.trailforks.com/trails/view-royal-park-trail/,,,,,2 miles
Feb 28,https://www.trailforks.com/profile/akammer/,akammer,akammer,BC,Duncan,"  Bumble Bee (Muni) Trail,
Bisecticon,
Resurrection",https://www.trailforks.com/ridelog/view/22383863/achievements/,https://www.trailforks.com/trails/bumble-bee-muni-trail/,Bumble Bee (Muni) Trail,https://www.trailforks.com/trails/bisecticon/,Bisecticon,7 miles
Feb 28,https://www.trailforks.com/profile/NickBacik/,NickBacik,NickBacik,AZ,Fountain Hills,"  Float Trail,
FT&DCRSL Connector,
Javelina,
Connector,
Old Jeep,
Lost Dog Overlook,
Taliesin,
Taliesin,
FT&DCRSL Connector,
Float Trail,
 ... ",https://www.trailforks.com/ridelog/view/22380040/achievements/,https://www.trailforks.com/trails/float-trail/,Float Trail,https://www.trailforks.com/trails/ft-dcrsl-connector/,FT&DCRSL Connector,23 miles
Feb 28,https://www.trailforks.com/profile/ericcomaski/,ericcomaski,ericcomaski,QC,Sherbrooke,,,,,,,3 miles
Feb 28,https://www.trailforks.com/profile/Johngifford/,Johngifford,Johngifford,MA,Uxbridge,,,,,,,11 miles
Feb 28,https://www.trailforks.com/profile/vbpad/,vbpad,vbpad,NB,Fredericton,Bill Thorpe Walking Bridge,https://www.trailforks.com/trails/bill-thorpe-walking-bridge-153311/,,,,,5 miles
Feb 28,https://www.trailforks.com/profile/jsaeng/,jsaeng,jsaeng,CA,San Jose,  ,https://www.trailforks.com/ridelog/view/22375671/achievements/,,,,,"3,904 ft"
Feb 28,https://www.trailforks.com/profile/Rolobike/,Rolobike,Rolobike,AB,Edmonton,"  Racing RILEY,
BDSM,
Flat Pete,
Flatter Pete,
Terwillegar Park Footbridge,
Terwillegar Park Footbridge Access,
Root Shoot,
Terwillegar - 24,
Terwillegar meadow",https://www.trailforks.com/ridelog/view/22374832/achievements/,https://www.trailforks.com/trails/racing-riley/,Racing RILEY,https://www.trailforks.com/trails/bdsm-12127/,BDSM,7 miles
Feb 28,https://www.trailforks.com/profile/reveyes/,reveyes,reveyes,WA,Issaquah,"Coal Mine Loop Trail Shortcut, Coal Mine Loop Trail - West Climb, Water Tower Loop, Spruce Coaster, East Sunset Way Connector",https://www.trailforks.com/trails/coal-mine-loop-trail-shortcut/,https://www.trailforks.com/trails/coal-mine-loop-trail-west-climb/,Coal Mine Loop Trail - West Climb,https://www.trailforks.com/trails/water-tower-loop-71248/,Water Tower Loop,12 miles
Feb 28,https://www.trailforks.com/profile/Jmillersan/,Jmillersan,Jmillersan,NC,Clayton,,,,,,,4 miles
Feb 28,https://www.trailforks.com/profile/BloodshotCA/,BloodshotCA,BloodshotCA,CA,descanso,"  Pine Mountain Trail,
Noble Canyon Trail,
Deer Creek Trail",https://www.trailforks.com/ridelog/view/22386775/achievements/,https://www.trailforks.com/trails/pine-mountain-trail/,Pine Mountain Trail,https://www.trailforks.com/trails/noble-canyon-trail/,Noble Canyon Trail,15 miles
Feb 28,https://www.trailforks.com/profile/BrianZieske/,BrianZieske,BrianZieske,UT,Park City,"  Rambler,
Rambler,
Rambler,
Big Easy,
Seventy 101 Connect,
Seventy 101,
PorcUclimb,
Down Dog,
Ability Way,
Rambler,
 ... ",https://www.trailforks.com/ridelog/view/22377061/achievements/,https://www.trailforks.com/trails/rambler-11589/,Rambler,https://www.trailforks.com/trails/rambler-11586/,Rambler,9 miles
Feb 28,https://www.trailforks.com/profile/Rdixon24/,Rdixon24,Rdixon24,WA,Mt. Vernon,"  Down South,
Mossy Rock,
Bonnie & Clyde's,
Ginny's Trail,
Ginny's Trail,
North Viewpoint,
Sidewinder,
Pitch-N-Roll,
La-Z-Boy,
Down South,
 ... ",https://www.trailforks.com/ridelog/view/22377857/achievements/,https://www.trailforks.com/trails/down-south-131130/,Down South,https://www.trailforks.com/trails/mossy-rock-131132/,Mossy Rock,5 miles
Feb 28,https://www.trailforks.com/profile/CaptG/,CaptG,CaptG,BC,Cumberland,"  Trail,
Tree Bender,
Trail,
Bear Bait Turns,
Boston Main,
Connector,
Connector,
Grimstads,
River Trail West,
Upper Hatchery Road,
 ... ",https://www.trailforks.com/ridelog/view/22383964/achievements/,https://www.trailforks.com/trails/trail-781890049/,Trail,https://www.trailforks.com/trails/tree-bender/,Tree Bender,14 miles
Feb 28,https://www.trailforks.com/profile/skedasticity/,skedasticity,skedasticity,WA,Fall City,"  Upper Cut,
Clear Cut,
Climb to Flowtron,
Between Two Fernz,
XC Connector to Crazy Ivan/Midtown,
Upper Ivan XC,
KGB Connector,
KGB Connector,
KGB,
Uptown Funk,
 ... ",https://www.trailforks.com/ridelog/view/22381270/achievements/,https://www.trailforks.com/trails/upper-cut-355456/,Upper Cut,https://www.trailforks.com/trails/clear-cut-30407/,Clear Cut,10 miles
